name,strasse_nr,plz,angebot,lieferung,beschreibung_lieferangebot,selbstabholung,angebot_selbstabholung,fon,w3,mail,art,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag,lon,lat,unique_id
Cadadia Suppenbar & Catering,Rudower Chaussee 39,12489,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Quiches, Tartes und Desserts in einem stilvollen und relaxtem Ambiente.",FALSCH,,WAHR,,+493076101580,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,,,"13,5255116","52,4284858",299
Cadadia Suppenbar & Catering,Charlottenstraße 63,10117,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Quiches, Tartes und Desserts in einem stilvollen und relaxtem Ambiente.",WAHR,"Lieferungen nur in PLZ 10117, 10178, 10969, 10785",WAHR,,+493034620808,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,11:00-16:00,,,"13,3913719","52,511461",1168
SOUPKULTUR,Rosa-Luxemburg-Straße 7,10178,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Pasta- und Reisgerichte und Desserts in einem stilvollen und relaxtem Ambiente.",FALSCH,,WAHR,,+493024723185,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,,,"13,4091964","52,5237938",1169
SOUPKULTUR,Markgrafenstraße 22,10117,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Pasta- und Reisgerichte und Desserts in einem stilvollen und relaxtem Ambiente.",FALSCH,,WAHR,,+493020214714,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,11:30-14:00,,,"13,3943971","52,5081857",1170
SOUPKULTUR,Kurfürstendamm 224,10719,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Pasta- und Reisgerichte und Desserts in einem stilvollen und relaxtem Ambiente.",FALSCH,,WAHR,,+493088629282,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-14:30,11:30-14:30,11:30-14:30,11:30-14:30,11:30-14:30,,,"13,3295639","52,503131",1171
SOUPKULTUR,Kurfürstendamm 66,10707,"Urbaner Lifestyle auch beim Lunch: Genießen Sie unsere frischen und gesunden Suppen, Salate, Pasta- und Reisgerichte und Desserts in einem stilvollen und relaxtem Ambiente.",FALSCH,,WAHR,,+493088728754,https://www.cadadia.com/,info@cadadia.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,11:30-15:00,,,"13,3095957","52,5005785",1172
Trattoria Rathaus Piazza,Otto-Suhr-Allee 96,10585,"Pizza, Pasta",FALSCH,,WAHR,"Pizza, Pasta",+493034806995,https://m.facebook.com/rathaus.piazza/,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,3088395","52,5170515",1173
Restaurant Esszimmer,Scharnhorststraße 28-29,10115,Deutsche und regionale Küche,FALSCH,,WAHR,"Ab dem 27.04.2020 ist eine Abholung zwischen 12,00 Uhr und 20,00 Uhr möglich.",+493020215301,https://www.esszimmer-berlin.de,kontakt@esszimmer-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,,"13,3709693","52,5335588",1174
Epic Tutor Mishaev,Berliner Allee 19,13088,Online Nachhilfe,WAHR,Bundesweit,FALSCH,,,https://www.facebook.com/tutor.mishaev.7,scienceman.epsilon@gmail.com,Anderes (bitte bei der nächsten Frage beschreiben),08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-16:00,10:00-15:00,13:00-16:00,"13,44972","52,54806",1175
Herr Nilsson Godis,Wühlischstraße 58,10245,Skandinavische Süßigkeiten,WAHR,"Lieferungen Mo-Fr ab 14 Uhr innerhalb 5 km Entfernung der PLZ 10245, 10405, 10437 / Versendung per DHL",WAHR,Bestellungen zum Abholen müssen uns spätestens bis 15:00 Uhr am vorherigen Tag erreichen,+4917621780019,https://herrnilsson.com,info@herrnilsson.com,Anderes (bitte bei der nächsten Frage beschreiben),,13:00-16:00,13:00-16:00,13:00-16:00,13:00-16:00,13:00-18:00,,"13,46804","52,50695",1176
Lucky Syrup Clothing,Alte Jakobstraße 92,10179,Limitierte Editionen von T-shirts mit Aufdrucken,WAHR,Kostenlose Lieferung weltweit per Deutsche Post,FALSCH,,+4915901446528,https://luckysyrup.com,sales@luckysyrup.com,Mode / Bekleidung,,,,,,,,"13,4060466","52,5090244",1177
TAVERNA SIRTAKI,Kaiser-Wilhelmstraße 130,12247,Würzige griechische Speisen,FALSCH,,WAHR,Telefonisch von 12°° bis 20°° jeden Tag,+49307749332,https://www.tavernasirtaki.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,35312","52,44189",1178
EPIRUS,Ruschestraße 64-70,10365,Griechische Spezialitäten,FALSCH,,WAHR,Ab 21.04.2020 bieten wir Ihnen täglich von 11:30 -20:30 Uhr alle Gerichte nach telefonischer Vorbestellung  unter 030/57795070 gut verpackt zur Abholung an.,+493057795070,https://www.epirus-berlin.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,"13,4868469","52,5213376",1160
Feurichs Wirtshaus Malchow,Dorfstraße 11,13051,Deutsche Küche .Spargelkarte,FALSCH,,WAHR,Bitte Tel. 30min vorher bestellen,+491624875797,https://www.feurichswirtshausmalchow.de,feurichs.backstuben@web.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,"13,4835975","52,5776616",1179
Ristorante Pizzeria Roma,Friedrichstraße 129,10117,Italienische Küche,WAHR,,WAHR,,+493028878785,https://roma-ristorante.de,roma-berlin@hotmail.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,3871339","52,5251229",932
Zum dritten Mann,Kollwitzstrße 87,10435,"Wir bieten Freitag,Samstag und Sonntag lecker Spargel mit Schnitzel, mit Gourmetschinken oder Natur an...immer mit Erdäpfeln und Hollandaisse oder Nussbutter",FALSCH,,WAHR,"Es gibt Spargel mit Schnitzel, mit Gourmetschinken oder Natur...immer mit Erdäpfeln und Hollandaise oder Nussbutter",+491723252403,https://WWW.zumdrittenmann.de,info@zumdrittenmann.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,16:00-20:00,13:00-20:00,13:00-20:00,"13,4199555","52,5383341",1181
Straßenbräu,Neue Bahnhofstraße 30,10245,Selbstgebrautes Bier,WAHR,Innerhalb des Rings oder auf Anfrage,WAHR,Wir haben verschiedene Biere für euch bereit stehen.,+4917684833309,https://www.strassenbraeu.de,bestellung@strassenbraeu.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,"13,4693201","52,5055695",1182
Yellow Pizza,Bizetstraße 129,13088,"Pizza, Nudeln, Fingerfood, Salad",WAHR,"Weißensee, Hohenschönhausen, Prenzlauerberg,",WAHR,,+49309252261,https://yellowpizza.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,16:00-23:00,12:00-23:00,"13,4639376","52,5501683",1183
Das märchenhafte Ribhouse,Alt Karow 35,13125,"Rippchen , Burger , Schnitzel",FALSCH,,WAHR,Wir sind täglich von 14-20 Uhr da . Bestellungen bitte unter 030 91142450 aufgeben .,+491723202369,https://das-maerchenhafte-ribhouse.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,"13,48469","52,61522",1184
Superschlüpfer,Wühlischstraße 25,10245,"Trendige Unterwäsche für Frauen und Männer, Bademode, Nachtwäsche und Socken von ausgesuchten Labels.",FALSCH,,WAHR,Für Wünsche oder Kaufberatung bitte eine Email schreiben. Ich freue mich!,+4983030152,https://www.trouva.com/boutiques/superschlupfer-in-10245,info@superschluepfer.de,Mode / Bekleidung,,,,,,,,"13,4594855","52,5094167",1185
cafe tschüsch,Fuldastraße 12,12045,"alternative indian futurefood, vegan & vegetarisch, Currys, Suppen, Salate, Desserts, solidarisch / regional / ökologisch gehandelte & produzierte  Getränke, Eiskaffees & Paletas, uvm!",WAHR,"Das kolyma2-Kollektiv liefert euch blitzschnell per Fahrrad unser Essen in die Bezirke Neukölln, Kreuzberg & Friedrichshain. Bestellen per App >>coopcycle<< oder über die Webseite >>https://kolyma2.coopcycle.org<<.",WAHR,"#bettercalltschüsch Ihr könnt alles von unserer Karte ganz easy vorbestellen (030 544 844 14) oder direkt bei uns im Laden bestellen. Zur Zeit nur zum mitnehmen! Wir sind gerade, außer Dienstags, täglich von 16 - 21 Uhr für euch am Start!",+493054484414,https://www.tschuesch.de,cafe@tschuesch.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",16:00-21:00,,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,"13,4365954","52,4840658",1186
Kranhaus Cafe Berlin,Paul-Tropp-Straße 11,12459,"Specialty Coffee, hausgemachte Kuchen & Quiche, Wraps, Frische Säfte, Alkoholisches und nicht alkoholisches",FALSCH,,WAHR,gerne spontan beim Spazieren an der Spree oder auf Vorbestellung spätestens 15.00 Uhr am vorherigen Tag,+493052138265,https://www.kranhaus.berlin,cafe@kranhaus.berlin,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,"13,5287765","52,4542454",1187
Salumeria Via Vai Specialità Italiane,Reichsstraße 9,14052,"Italienische Spezialitäten, hausgemachte Pasta, Fisch, Fleisch, Salumeria, große Weinauswahl",FALSCH,,WAHR,Bestellungen zum Abholen können telefonisch oder persönlich von 10:00 bis 17:30 Uhr stattfinden.,+49303047741,http://www.via-vai.de/,info@via-vai.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,"13,2681307","52,5122593",1188
Call to Eat,Friedenstraße 7,12107,"Pizza, Pasta, Burger",WAHR,6 KM Radius,WAHR,Während der Öffnungszeit,+493031167237,https://www.Call-toEat.de,info@call-toeat.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-22:45,11:00-22:45,11:00-22:45,11:00-22:45,11:00-00:45,11:00-00:45,11:00-22:45,"13,3833982","52,4381708",1189
Thai Cuisine Berlin Zehlendorf,Teltower Damm 49,14167,"In unserem Restaurant ""Thai Cuisine"" dürfen Sie eine erlesene Vielfalt an köstlichen und vor allem authentisch zubereiteten Speisen genießen. Tauchen Sie ein in den Geschmack Thailands. Unser Familienbetrieb steht seit über 10 Jahren für Gaumenfreuden aus unserem Heimatland.",FALSCH,,WAHR,"Wir bieten Ihnen ab sofort unser neues Takeaway Menü an. Bestellen Sie einfach Ihre gewünschten Speisen unter unserer Telefonnummer und Ihr Essen wird wie gewohnt frisch, schnell und lecker nach Ihren Wünschen zubereitet und für Sie abholbereit verpackt. Wir freuen uns!",+493088669150,https://www.thai-cuisine-berlin.de/de,thaicuisine.berlin@gmail.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,259968","52,4296686",1190
Restaurant Thüringer Stuben,Stargarder Straße 28,10437,"hausgemacht deutsche regionale Küche, Spargelgerichte",FALSCH,,WAHR,"anrufen, abholen, genießen",+49304463339,https://www.thueringer-stuben.de,info@thueringer-stuben.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,12:00-20:00,"13,4226731","52,5444011",1191
Vini Pozzolini,Gierkezeile 1,10585,"Italienische Weine, Olivenöl und mehr",WAHR,,WAHR,,+491748407021,https://vinipozzolini.de,vinipozzolini@outlook.com,Getränkemarkt,,13:00-18:00,13:00-18:00,13:00-18:00,13:00-18:00,11:00-14:00,,"13,3028739","52,5130365",1192
ERDINGER am Gendarmenmarkt,Jägerstraße 56,10117,Bayrische Köstlichkeiten zum Mitnehmen,FALSCH,,WAHR,Wir bieten ab dem 20. April täglich von 12.00 bis 18.00 unser Mittagsmenü zum Mitnehmen an,+4930208799800,https://erdingerberlin.de/,info@erdingerberlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,"13,39348","52,51431",1193
Restaurant Fleischerei,Schönhauser Allee 8,10119,"deutsch/alpenländische Metzgers-Küche, Steak-Spezialitäten und feine österreichische Weine",WAHR,Lieferungen im Umkreis von 2 km,WAHR,,+493050182117,http://www.fleischerei-berlin.com/,info@fleischerei-berlin.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,4105285","52,5297504",1194
Thai Restaurant Mai Phai,Feuerbachstraße 16,12163,Thailändisch Spezialitäten Küche,WAHR,im Umkreis von 3 Km,WAHR,,+49307922845,https://www.maiphai.de,maiphaiah@aol.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-23:30,12:00-23:30,02:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,"13,32884","52,46309",240
MySpäti,Forsterstraße 4-5,10999,MySpäti - Deine Lieferservice App,WAHR,Der klassische Spätkauf vereint mit modernem Standort-Lieferservice - mobil bestellen leicht gemacht mit der ersten Späti App! Schnell und bequem. Einfach und sicher. Geliefert wird direkt an deinen Standort dank Geolokalisation!,FALSCH,,+4915901962546,https://www.myspäti.com,info@myspaeti.com,Anderes (bitte bei der nächsten Frage beschreiben),10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,10:00-00:00,"13,43331","52,4961",1196
LÜCK'S,Sonntagstraße 26,10245,Hochwertige pflanzenbasierte Küche,WAHR,Lieferdienst im näheren Umkreis zum Restaurant,WAHR,Selbstabholung von Dienstag bis Sonntag zwischen 17:00 Uhr und 21:30 Uhr möglich,+493022462198,https://www.luecks-berlin.de/,info@luecks-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,17:00-21:30,17:00-21:30,17:00-21:30,17:00-21:30,17:00-21:30,17:00-21:30,"13,4652393","52,5061263",1197
Restaurant Amberd,Uhlandstraße 67,10717,Armenisch/Persische Küche,FALSCH,,WAHR,Essen to Go von freitags-sonntags von 17-21 Uhr,+49308614557,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,17:00-21:00,17:00-21:00,17:00-21:00,"13,3231425","52,4929442",1198
Piccola Taormina,Uhlandstraße 29,10719,"Wie seit 51 Jahren, ist unsere Minipizza und alle anderen Speisen, auch zum mitnehmen oder liefern jederzeit bereit!!!",WAHR,Wir können alles einpacken und auch liefern im Umkreis von bis zu 7min Fahrzeit.,WAHR,Alles,+49308814710,https://www.taormina.berlin,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,17:00-22:30,17:00-22:30,"13,3247579","52,5012182",1199
WebKiez GmbH,Beuthstraße 23,13156,Lokale Online Plattform für den Kiez Einzelhandel mit Einkaufs-und Lieferservice,WAHR,Kiefer-und Einkaufsservice des lokalen Einzelhandels im Stadtteilkiez,FALSCH,,+491716414704,https://www.webkiz.de,rf@webkiez.de,Anderes (bitte bei der nächsten Frage beschreiben),10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-18:00,10:00-18:00,00:00-00:00,"13,4109048","52,5874686",426
Scotch&Sofa,Kollwitzstrasse18,10405,Cocktails und Longdrinks,FALSCH,,WAHR,Bis jetzt nur ToGo for Ort,+491775438554,https://scotch-sofa.de,info@scotch-sofa.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,12:00-19:00,,"13,4144115","52,5326583",1202
Pecados,Sonnenallee 127,12059,"Pasta, Chivito (Burger), Empanadas, Canelones, Chorizo, Alfajores, Getränke",WAHR,,WAHR,Einfach online bestellen und dann zur vereinbarten Uhrzeit abholen.,+493078950854,https://www.pecados.de,info@pecados.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,"13,4433726","52,480312",954
Trattoria Pane e Vino,Stubenrauchstraße 2,12357,"Pizza, Pasta, Salate",FALSCH,,WAHR,,+4917699811239,https://paneevino-rudow.berlin,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,"13,4871418","52,425855",1204
Café Villa Oppenheim,Schloßstraße 55,14059,"Hausgemachte Kuchen, heiße und kalte Getränke, herzhafte Gerichte (auch vegan und vegetarisch)",WAHR,Lieferung nach Absprache innerhalb Charlottenburgs möglich,WAHR,"Herzhafte Speisen, Getränke und Kuchen zum Mitnehmen: zurzeit täglich 12 bis 17 Uhr. Vorbestellung möglich.",+4915774421989,https://www.cafevillaoppenheim.de,info@cafevillaoppenheim.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,12:00-17:00,"13,29812","52,5161",200
Teufelsküche,Am Treptower Park 28 12435,12435,Internationale Hausmannskost / Täglich Wechselende Tagesgerichte von 12 bis 14 :30,FALSCH,,WAHR,"Wechselnde Tagesgerichte (Fleisch und Vegetarisch) mit Salatbuffet und Brot für 7,5",+491745143218,https://www.teufelskueche-berlin.de,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-14:30,12:00-14:30,12:00-14:30,12:00-14:30,,,"13,4620677","52,4867114",1206
taeshy Handtaschenhalter Manufaktur,Scharnhorststraße 7e,10115,Exklusive Handtaschenhalter - Handmade in Germany - Schmuckstücke und praktische Helfer in einem.,WAHR,"Einfach im Online-Shop bestellen, wir liefern per DHL.",WAHR,Bei Selbstabholung bitte Termin vereinbaren.,+491736726892,https://taeshy.de,info@taeshy.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,3714953","52,533592",1207
WRAPUBLIC,Oranienplatz 2,10999,frische Wraps und Salate,WAHR,Lieferung in Kreuzberg,WAHR,mit der App pickpack,+491723212550,https://www.wrapublic.de,info@wrapublic.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,,"13,414558","52,5023121",1208
Taverna Levkos Pyrgos,Hildburghauser Straße 115,12209,griechisches Restaurant,FALSCH,,WAHR,,+493072012866,,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,14:00-20:00,"13,33738","52,41657",1209
DER SACHE WEGEN,Lychener Straße 47,10437,"Unverpackt Laden, plastikfrei einkaufen, Bioladen",WAHR,deutschlandweiter Versand,WAHR,Unser Ladengeschäft ist MO-FR 11 - 19 Uhr und SA 10 - 19 Uhr geöffnet.,+493085626102,https://einkaufen.der-sache-wegen.de/,hallo@der-sache-wegen.de,Anderes (bitte bei der nächsten Frage beschreiben),11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,10:00-19:00,,"13,4178867","52,5443524",1210
Ristorante Marinella,Unter den Eichen 94,12205,Italienischer Familienbetrieb aus Süd Italien,WAHR,Wir liefern ab 30 € im Umkreis von 4 km alles andere nach Absprache,WAHR,20 % auf alle Speisen Ausgeschlossen Lieferung,+49308312788,https://marinella-berlin.de,marinella_berlin@yahoo.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,12:00-21:00,"13,2916","52,44453",1211
Zur Dicken Knolle,Havelchaussee 115,14055,"Deutsche Küche ,Hausgemachte Kuchen",WAHR,,WAHR,,+491714526707,https://www.die-dicke-knolle-berlin.de,info@die-dicke-knolle-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,"13,21085","52,505",295
3YS Vision GmbH,Lychenerstraße 18,10437,Japanische Küche,WAHR,Fleisch und Marinade,WAHR,- Bestellung 24 Stunden im Voraus.  Abholung nach Absprache Lieferung im 4km Radius ab 100€  nach Absprache.  Kurzfristiger Bestellung/Abholung/Lieferung nach Absprache möglich.,+493055242448,http://www.ushido-bbq.com,booking@ushido-bbq.com,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,41665","52,54208",1213
Wirtshaus an der Rehwiese,Matterhornstraße 101,14129,Wirtshaus mit gehobener Deutscher Küche,WAHR,"Lieferung Zehlendorf und Umgebung, auf Anfrage auch weiter",WAHR,Täglich von 12-21 Uhr Lieferung und Abholung.Lieferung in 30 min,+493080403062,https://www.wirtshaus-rehwiese.de,info@wirtshaus-rehwiese.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,2034886","52,4342861",212
